ENSG00000148384.13	INPP5E
ENSG00000109790.16	KLHL5
ENSG00000162227.8	TAF6L
ENSG00000179639.10	FCER1A
ENSG00000154305.18	MIA3
ENSG00000143457.11	GOLPH3L
ENSG00000127191.18	TRAF2
ENSG00000119487.17	MAPKAP1
ENSG00000162735.18	PEX19
ENSG00000173546.7	CSPG4
ENSG00000112305.15	SMAP1
ENSG00000188677.14	PARVB
ENSG00000079313.15	REXO1
ENSG00000276950.5	GSTT4
ENSG00000104979.9	C19orf53
ENSG00000187642.9	PERM1
ENSG00000138315.13	OIT3
ENSG00000157823.17	AP3S2
ENSG00000168907.13	PLA2G4F
ENSG00000134184.13	GSTM1
ENSG00000183570.16	PCBP3
ENSG00000247596.9	TWF2
ENSG00000081721.12	DUSP12
ENSG00000102271.14	KLHL4
ENSG00000255501.3	CARD18
ENSG00000165704.15	HPRT1
ENSG00000198835.4	GJC2
ENSG00000137807.15	KIF23
ENSG00000004866.20	ST7
ENSG00000136603.14	SKIL
ENSG00000187045.18	TMPRSS6
ENSG00000104055.16	TGM5
ENSG00000162231.14	NXF1
ENSG00000143315.8	PIGM
ENSG00000133985.3	TTC9
ENSG00000116396.14	KCNC4
ENSG00000173991.6	TCAP
ENSG00000188312.14	CENPP
ENSG00000198832.10	SELENOM
ENSG00000184110.15	EIF3C
ENSG00000267534.4	S1PR2
ENSG00000214688.6	C10orf105
ENSG00000110660.15	SLC35F2
ENSG00000101955.15	SRPX
ENSG00000136371.11	MTHFS
ENSG00000205777.17	GAGE1
ENSG00000136244.12	IL6
ENSG00000106615.10	RHEB
ENSG00000169871.13	TRIM56
ENSG00000160185.15	UBASH3A
ENSG00000184640.18	SEPT9
ENSG00000198420.10	TCAF1
ENSG00000119927.14	GPAM
ENSG00000130332.15	LSM7
ENSG00000174243.10	DDX23
ENSG00000100528.12	CNIH1
ENSG00000106803.10	SEC61B
ENSG00000152102.18	FAM168B
ENSG00000078725.13	BRINP1
ENSG00000204347.4	BTBD17
ENSG00000126787.13	DLGAP5
ENSG00000117122.14	MFAP2
ENSG00000102048.16	ASB9
ENSG00000112658.8	SRF
ENSG00000198624.13	CCDC69
ENSG00000174990.8	CA5A
ENSG00000174885.12	NLRP6
ENSG00000175376.9	EIF1AD
ENSG00000156970.13	BUB1B
ENSG00000124226.11	RNF114
ENSG00000165632.8	TAF3
ENSG00000134283.18	PPHLN1
ENSG00000198604.11	BAZ1A
ENSG00000175309.15	PHYKPL
ENSG00000174233.11	ADCY6
ENSG00000211650.2	IGLV5-45
ENSG00000166947.14	EPB42
ENSG00000174721.10	FGFBP3
ENSG00000119326.15	CTNNAL1
ENSG00000134146.12	DPH6
ENSG00000100167.20	SEPT3
ENSG00000135837.16	CEP350
ENSG00000014824.14	SLC30A9
ENSG00000149532.15	CPSF7
ENSG00000124571.18	XPO5
ENSG00000130724.9	CHMP2A
ENSG00000154654.15	NCAM2
ENSG00000158079.16	PTPDC1
ENSG00000188786.10	MTF1
ENSG00000113761.12	ZNF346
ENSG00000153187.20	HNRNPU
ENSG00000273559.5	CWC25
ENSG00000221968.9	FADS3
ENSG00000127084.19	FGD3
ENSG00000160679.13	CHTOP
ENSG00000139330.5	KERA
ENSG00000109618.12	SEPSECS
ENSG00000170608.3	FOXA3
ENSG00000134769.21	DTNA
ENSG00000105640.13	RPL18A
ENSG00000111203.13	ITFG2
ENSG00000167644.12	C19orf33
ENSG00000198074.10	AKR1B10
ENSG00000135823.14	STX6
ENSG00000121892.15	PDS5A
ENSG00000163634.12	THOC7
ENSG00000150281.6	CTF1
ENSG00000164463.12	CREBRF
ENSG00000137843.12	PAK6
ENSG00000086696.11	HSD17B2
ENSG00000185049.16	NELFA
ENSG00000168484.12	SFTPC
ENSG00000049540.17	ELN
ENSG00000172955.17	ADH6
ENSG00000110723.12	EXPH5
ENSG00000100354.21	TNRC6B
ENSG00000003402.20	CFLAR
ENSG00000127554.13	GFER
ENSG00000138002.15	IFT172
ENSG00000187474.5	FPR3
ENSG00000077522.13	ACTN2
ENSG00000123066.8	MED13L
ENSG00000085741.13	WNT11
ENSG00000137463.5	MGARP
ENSG00000166313.19	APBB1
ENSG00000181092.10	ADIPOQ
ENSG00000078140.14	UBE2K
ENSG00000268104.3	SLC6A14
ENSG00000203710.11	CR1
ENSG00000167994.13	RAB3IL1
ENSG00000120833.14	SOCS2
ENSG00000001084.13	GCLC
ENSG00000112787.13	FBRSL1
ENSG00000181817.6	LSM10
ENSG00000128040.11	SPINK2
ENSG00000163568.15	AIM2
ENSG00000253598.3	SLC10A5
ENSG00000198466.12	ZNF587
ENSG00000132323.9	ILKAP
ENSG00000166347.19	CYB5A
ENSG00000171316.12	CHD7
ENSG00000114388.14	NPRL2
ENSG00000006534.16	ALDH3B1
ENSG00000173611.18	SCAI
ENSG00000119523.10	ALG2
ENSG00000042445.14	RETSAT
ENSG00000172661.18	WASHC2C
ENSG00000129657.16	SEC14L1
ENSG00000164162.14	ANAPC10
ENSG00000165349.12	SLC7A3
ENSG00000104371.5	DKK4
ENSG00000139641.12	ESYT1
ENSG00000135842.17	FAM129A
ENSG00000011451.21	WIZ
ENSG00000126368.6	NR1D1
ENSG00000127586.17	CHTF18
ENSG00000125755.19	SYMPK
ENSG00000108219.15	TSPAN14
ENSG00000181722.16	ZBTB20
ENSG00000156384.14	SFR1
ENSG00000170266.16	GLB1
ENSG00000106628.10	POLD2
ENSG00000198746.13	GPATCH3
ENSG00000118705.17	RPN2
ENSG00000146007.11	ZMAT2
ENSG00000180921.7	FAM83H
ENSG00000136243.17	NUPL2
ENSG00000134375.11	TIMM17A
ENSG00000078898.7	BPIFB2
ENSG00000152380.10	FAM151B
ENSG00000132359.15	RAP1GAP2
ENSG00000102921.8	N4BP1
ENSG00000131966.14	ACTR10
ENSG00000146425.11	DYNLT1
ENSG00000187135.7	VSTM2B
ENSG00000100767.17	PAPLN
ENSG00000130592.16	LSP1
ENSG00000119707.14	RBM25
ENSG00000163749.17	CCDC158
ENSG00000135900.4	MRPL44
ENSG00000206503.13	HLA-A
ENSG00000115194.11	SLC30A3
ENSG00000127452.9	FBXL12
ENSG00000169347.17	GP2
ENSG00000183431.12	SF3A3
ENSG00000145113.22	MUC4
ENSG00000137267.6	TUBB2A
ENSG00000173698.18	ADGRG2
ENSG00000142449.13	FBN3
ENSG00000204397.8	CARD16
ENSG00000105855.10	ITGB8
ENSG00000162391.12	FAM151A
ENSG00000012660.14	ELOVL5
ENSG00000183011.13	NAA38
ENSG00000163083.6	INHBB
ENSG00000132510.10	KDM6B
ENSG00000117713.20	ARID1A
ENSG00000162777.17	DENND2D
ENSG00000129480.13	DTD2
ENSG00000168264.10	IRF2BP2
ENSG00000169100.14	SLC25A6
ENSG00000244067.3	GSTA2
ENSG00000095110.8	NXPE1
ENSG00000168646.13	AXIN2
ENSG00000151287.17	TEX30
ENSG00000130309.11	COLGALT1
ENSG00000138496.16	PARP9
ENSG00000147588.7	PMP2
ENSG00000132507.18	EIF5A
ENSG00000249915.8	PDCD6
ENSG00000111700.13	SLCO1B3
ENSG00000251322.9	SHANK3
ENSG00000054654.18	SYNE2
ENSG00000114346.13	ECT2
ENSG00000177119.16	ANO6
ENSG00000006704.10	GTF2IRD1
ENSG00000059377.18	TBXAS1
ENSG00000198937.9	CCDC167
ENSG00000164619.10	BMPER
ENSG00000125827.9	TMX4
ENSG00000147488.11	ST18
ENSG00000129295.9	LRRC6
ENSG00000152219.5	ARL14EP
ENSG00000143257.12	NR1I3
ENSG00000184014.8	DENND5A
ENSG00000121542.12	SEC22A
ENSG00000077454.16	LRCH4
ENSG00000112984.12	KIF20A
ENSG00000115239.24	ASB3
ENSG00000116852.14	KIF21B
ENSG00000135596.18	MICAL1
ENSG00000145242.13	EPHA5
ENSG00000140006.11	WDR89
ENSG00000161203.13	AP2M1
ENSG00000079387.14	SENP1
ENSG00000170365.10	SMAD1
ENSG00000073861.3	TBX21
ENSG00000198752.11	CDC42BPB
ENSG00000076382.17	SPAG5
ENSG00000124602.10	UNC5CL
ENSG00000126752.7	SSX1
ENSG00000161179.14	YDJC
ENSG00000133422.13	MORC2
ENSG00000170515.14	PA2G4
ENSG00000166851.15	PLK1
ENSG00000104866.11	PPP1R37
ENSG00000187908.19	DMBT1
ENSG00000166105.16	GLB1L3
ENSG00000196968.11	FUT11
ENSG00000167081.18	PBX3
ENSG00000164039.15	BDH2
ENSG00000041802.11	LSG1
ENSG00000136108.15	CKAP2
ENSG00000116922.14	C1orf109
ENSG00000021645.19	NRXN3
ENSG00000059588.10	TARBP1
ENSG00000185760.15	KCNQ5
ENSG00000162396.6	PARS2
ENSG00000174145.8	NWD2
ENSG00000204310.13	AGPAT1
ENSG00000075399.14	VPS9D1
ENSG00000128944.13	KNSTRN
ENSG00000064300.9	NGFR
ENSG00000111321.11	LTBR
ENSG00000071189.21	SNX13
ENSG00000140254.12	DUOXA1
ENSG00000175213.3	ZNF408
ENSG00000187555.16	USP7
ENSG00000119969.15	HELLS
ENSG00000137414.6	FAM8A1
ENSG00000088367.23	EPB41L1
ENSG00000124782.20	RREB1
ENSG00000120458.12	MSANTD2
ENSG00000166532.16	RIMKLB
ENSG00000175854.12	SWI5
ENSG00000107338.10	SHB
ENSG00000087884.14	AAMDC
ENSG00000204314.12	PRRT1
ENSG00000011009.11	LYPLA2
ENSG00000126231.15	PROZ
ENSG00000152242.11	C18orf25
ENSG00000019549.13	SNAI2
ENSG00000107771.17	CCSER2
ENSG00000165309.14	ARMC3
ENSG00000115761.16	NOL10
ENSG00000108242.13	CYP2C18
ENSG00000132434.9	LANCL2
ENSG00000136546.16	SCN7A
ENSG00000126216.15	TUBGCP3
ENSG00000143624.14	INTS3
ENSG00000187583.11	PLEKHN1
ENSG00000165733.8	BMS1
ENSG00000075891.22	PAX2
ENSG00000105366.15	SIGLEC8
ENSG00000108064.11	TFAM
ENSG00000131236.17	CAP1
ENSG00000148019.14	CEP78
ENSG00000174684.7	B4GAT1
ENSG00000174611.12	KY
ENSG00000127022.15	CANX
ENSG00000145592.14	RPL37
ENSG00000005810.18	MYCBP2
ENSG00000102181.21	CD99L2
ENSG00000126790.12	L3HYPDH
ENSG00000142856.16	ITGB3BP
ENSG00000138030.13	KHK
ENSG00000111450.14	STX2
ENSG00000170477.13	KRT4
ENSG00000173113.7	TRMT112
ENSG00000136997.20	MYC
ENSG00000138430.16	OLA1
ENSG00000114520.11	SNX4
ENSG00000012983.11	MAP4K5
ENSG00000100650.16	SRSF5
ENSG00000148925.10	BTBD10
ENSG00000270647.6	TAF15
ENSG00000185803.11	SLC52A2
ENSG00000176532.4	PRR15
ENSG00000196990.9	FAM163B
ENSG00000163956.13	LRPAP1
ENSG00000148175.13	STOM
ENSG00000182670.13	TTC3
ENSG00000213585.11	VDAC1
ENSG00000120708.17	TGFBI
ENSG00000144224.17	UBXN4
ENSG00000155962.13	CLIC2
ENSG00000181234.9	TMEM132C
ENSG00000198556.14	ZNF789
ENSG00000067191.16	CACNB1
ENSG00000189283.10	FHIT
ENSG00000176087.15	SLC35A4
ENSG00000141526.16	SLC16A3
ENSG00000146416.19	AIG1
ENSG00000132855.5	ANGPTL3
ENSG00000178363.5	CALML3
ENSG00000132563.16	REEP2
ENSG00000171444.18	MCC
ENSG00000189057.11	FAM111B
ENSG00000183186.8	C2CD4C
ENSG00000065057.9	NTHL1
ENSG00000163501.7	IHH
ENSG00000081923.15	ATP8B1
ENSG00000181626.12	ANKRD62
ENSG00000118526.7	TCF21
ENSG00000253729.8	PRKDC
ENSG00000112782.19	CLIC5
ENSG00000167394.13	ZNF668
ENSG00000124942.14	AHNAK
ENSG00000086712.13	TXLNG
ENSG00000027697.15	IFNGR1
ENSG00000204311.15	PJVK
ENSG00000166192.15	SENP8
ENSG00000149548.15	CCDC15
ENSG00000111237.19	VPS29
ENSG00000167676.4	PLIN4
ENSG00000242498.8	ARPIN
ENSG00000211976.2	IGHV3-73
ENSG00000130706.13	ADRM1
ENSG00000123609.11	NMI
ENSG00000137404.14	NRM
ENSG00000196345.13	ZKSCAN7
ENSG00000163453.11	IGFBP7
ENSG00000130304.17	SLC27A1
ENSG00000123485.12	HJURP
ENSG00000176105.14	YES1
ENSG00000147604.14	RPL7
ENSG00000104112.9	SCG3
ENSG00000131409.13	LRRC4B
ENSG00000115947.14	ORC4
ENSG00000138942.16	RNF185
ENSG00000064763.11	FAR2
ENSG00000024422.12	EHD2
ENSG00000176834.14	VSIG10
ENSG00000004059.11	ARF5
ENSG00000144635.9	DYNC1LI1
ENSG00000197976.12	AKAP17A
ENSG00000003056.8	M6PR
ENSG00000119508.18	NR4A3
ENSG00000101868.11	POLA1
ENSG00000105369.10	CD79A
ENSG00000130816.16	DNMT1
ENSG00000161048.11	NAPEPLD
ENSG00000016864.18	GLT8D1
ENSG00000173436.15	MINOS1
ENSG00000118640.11	VAMP8
ENSG00000119888.11	EPCAM
ENSG00000144736.14	SHQ1
ENSG00000158457.6	TSPAN33
ENSG00000123353.10	ORMDL2
ENSG00000001629.10	ANKIB1
ENSG00000198934.5	MAGEE1
ENSG00000108622.11	ICAM2
ENSG00000162927.14	PUS10
ENSG00000089486.17	CDIP1
ENSG00000172349.17	IL16
ENSG00000140795.13	MYLK3
ENSG00000166831.9	RBPMS2
ENSG00000152061.23	RABGAP1L
ENSG00000243749.1	TMEM35B
ENSG00000118217.6	ATF6
ENSG00000167674.15	HDGFL2
ENSG00000132664.12	POLR3F
ENSG00000157005.4	SST
ENSG00000068120.15	COASY
ENSG00000104133.15	SPG11
ENSG00000101935.10	AMMECR1
ENSG00000241644.2	INMT
ENSG00000255151.2	GLYATL1B
ENSG00000136830.12	FAM129B
ENSG00000125166.13	GOT2
ENSG00000164930.12	FZD6
ENSG00000102934.10	PLLP
ENSG00000103227.19	LMF1
ENSG00000241794.2	SPRR2A
ENSG00000087245.13	MMP2
ENSG00000105705.16	SUGP1
ENSG00000185046.18	ANKS1B
ENSG00000095209.12	TMEM38B
ENSG00000262664.3	OVCA2
ENSG00000152910.19	CNTNAP4
ENSG00000090266.13	NDUFB2
ENSG00000100994.12	PYGB
ENSG00000105171.10	POP4
ENSG00000177469.13	CAVIN1
ENSG00000167895.15	TMC8
ENSG00000138463.9	DIRC2
ENSG00000115875.19	SRSF7
ENSG00000165891.16	E2F7
ENSG00000086232.13	EIF2AK1
ENSG00000136504.12	KAT7
ENSG00000242485.6	MRPL20
ENSG00000151704.15	KCNJ1
ENSG00000147257.15	GPC3
ENSG00000186998.16	EMID1
ENSG00000167685.15	ZNF444
ENSG00000137076.21	TLN1
ENSG00000167074.15	TEF
ENSG00000120832.10	MTERF2
ENSG00000169918.9	OTUD7A
ENSG00000105223.20	PLD3
ENSG00000101981.12	F9
ENSG00000109920.13	FNBP4
ENSG00000138109.11	CYP2C9
ENSG00000158042.9	MRPL17
ENSG00000087494.16	PTHLH
ENSG00000170234.13	PWWP2A
ENSG00000165895.19	ARHGAP42
ENSG00000131381.12	RBSN
ENSG00000070495.14	JMJD6
ENSG00000154429.11	CCSAP
ENSG00000106483.12	SFRP4
ENSG00000170191.5	NANP
ENSG00000277363.5	SRCIN1
ENSG00000138821.13	SLC39A8
ENSG00000189182.10	KRT77
ENSG00000150630.4	VEGFC
ENSG00000165115.15	KIF27
ENSG00000204469.13	PRRC2A
ENSG00000168924.15	LETM1
ENSG00000182326.15	C1S
ENSG00000163930.10	BAP1
ENSG00000138101.18	DTNB
ENSG00000235173.7	HGH1
ENSG00000105258.9	POLR2I
ENSG00000231292.6	IGKV1OR2-108
ENSG00000118518.15	RNF146
ENSG00000141295.14	SCRN2
ENSG00000116885.18	OSCP1
ENSG00000102984.15	ZNF821
ENSG00000128266.9	GNAZ
ENSG00000110107.9	PRPF19
ENSG00000146457.16	WTAP
ENSG00000073803.14	MAP3K13
ENSG00000138834.13	MAPK8IP3
ENSG00000007933.13	FMO3
ENSG00000164588.8	HCN1
ENSG00000164506.14	STXBP5
ENSG00000165886.5	UBTD1
ENSG00000109381.20	ELF2
ENSG00000085998.14	POMGNT1
ENSG00000171453.20	POLR1C
ENSG00000173349.6	SFT2D3
ENSG00000142484.7	TM4SF5
ENSG00000127947.16	PTPN12
ENSG00000176915.15	ANKLE2
ENSG00000111678.11	C12orf57
ENSG00000179241.13	LDLRAD3
ENSG00000113593.12	PPWD1
ENSG00000104343.21	UBE2W
ENSG00000100726.15	TELO2
ENSG00000146830.10	GIGYF1
ENSG00000101825.8	MXRA5
ENSG00000205339.10	IPO7
ENSG00000184227.8	ACOT1
ENSG00000186625.14	KATNA1
ENSG00000070010.19	UFD1
ENSG00000129757.13	CDKN1C
ENSG00000141510.17	TP53
ENSG00000105227.15	PRX
ENSG00000130818.12	ZNF426
ENSG00000141564.15	RPTOR
ENSG00000166444.19	ST5
ENSG00000162174.12	ASRGL1
ENSG00000139197.10	PEX5
ENSG00000189369.9	GSPT2
ENSG00000153774.9	CFDP1
ENSG00000175215.11	CTDSP2
ENSG00000107020.10	PLGRKT
ENSG00000105538.10	RASIP1
ENSG00000031081.11	ARHGAP31
ENSG00000146006.8	LRRTM2
ENSG00000196275.14	GTF2IRD2
ENSG00000075142.14	SRI
ENSG00000127472.11	PLA2G5
ENSG00000055163.20	CYFIP2
ENSG00000138363.15	ATIC
ENSG00000118579.13	MED28
ENSG00000160007.19	ARHGAP35
ENSG00000164061.5	BSN
ENSG00000147889.17	CDKN2A
ENSG00000166278.15	C2
ENSG00000100227.18	POLDIP3
ENSG00000173221.14	GLRX
ENSG00000174851.16	YIF1A
ENSG00000071082.11	RPL31
ENSG00000100412.16	ACO2
ENSG00000197172.10	MAGEA6
ENSG00000107829.15	FBXW4
ENSG00000173960.14	UBXN2A
ENSG00000086300.16	SNX10
ENSG00000145824.13	CXCL14
ENSG00000103056.12	SMPD3
ENSG00000101546.13	RBFA
ENSG00000082898.17	XPO1
ENSG00000158716.9	DUSP23
ENSG00000029534.21	ANK1
ENSG00000137714.3	FDX1
ENSG00000277791.5	PSMB3
ENSG00000124237.6	C20orf85
ENSG00000099290.17	WASHC2A
ENSG00000087903.13	RFX2
ENSG00000105229.7	PIAS4
ENSG00000116977.18	LGALS8
ENSG00000196562.14	SULF2
ENSG00000197641.12	SERPINB13
ENSG00000166199.13	ALKBH3
ENSG00000197142.10	ACSL5
ENSG00000131844.16	MCCC2
ENSG00000100060.18	MFNG
ENSG00000172775.17	FAM192A
ENSG00000128039.11	SRD5A3
ENSG00000171307.19	ZDHHC16
ENSG00000131558.15	EXOC4
ENSG00000105373.19	NOP53
ENSG00000187634.12	SAMD11
ENSG00000135968.21	GCC2
ENSG00000113231.14	PDE8B
ENSG00000167635.11	ZNF146
ENSG00000108828.16	VAT1
ENSG00000123684.13	LPGAT1
ENSG00000178307.10	TMEM11
ENSG00000185630.19	PBX1
ENSG00000009950.16	MLXIPL
ENSG00000135119.14	RNFT2
ENSG00000102043.16	MTMR8
ENSG00000145794.17	MEGF10
ENSG00000113594.10	LIFR
ENSG00000198363.18	ASPH
ENSG00000241244.1	IGKV1D-16
ENSG00000100485.12	SOS2
ENSG00000151276.23	MAGI1
ENSG00000186471.13	AKAP14
ENSG00000176022.7	B3GALT6
ENSG00000063660.9	GPC1
ENSG00000090316.16	MAEA
ENSG00000182218.9	HHIPL1
ENSG00000004142.12	POLDIP2
ENSG00000177963.14	RIC8A
ENSG00000086061.16	DNAJA1
ENSG00000126878.13	AIF1L
ENSG00000183207.14	RUVBL2
ENSG00000183117.19	CSMD1
ENSG00000163606.11	CD200R1
ENSG00000112293.15	GPLD1
ENSG00000163959.10	SLC51A
ENSG00000103381.12	CPPED1
ENSG00000169877.10	AHSP
ENSG00000205629.12	LCMT1
ENSG00000181192.12	DHTKD1
ENSG00000110172.12	CHORDC1
ENSG00000163882.9	POLR2H
ENSG00000168014.16	C2CD3
ENSG00000050555.18	LAMC3
ENSG00000116741.8	RGS2
ENSG00000052841.15	TTC17
ENSG00000181938.14	GINS3
ENSG00000142733.17	MAP3K6
ENSG00000118308.15	LRMP
ENSG00000162971.11	TYW5
ENSG00000185479.6	KRT6B
ENSG00000130477.15	UNC13A
ENSG00000134569.10	LRP4
ENSG00000072803.17	FBXW11
ENSG00000185559.16	DLK1
ENSG00000166579.15	NDEL1
ENSG00000137880.6	GCHFR
ENSG00000131724.11	IL13RA1
ENSG00000154258.17	ABCA9
ENSG00000010244.18	ZNF207
ENSG00000143179.16	UCK2
ENSG00000137106.18	GRHPR
ENSG00000160539.6	PLPP7
ENSG00000173253.15	DMRT2
ENSG00000143727.16	ACP1
ENSG00000168703.5	WFDC12
ENSG00000161638.11	ITGA5
ENSG00000011454.17	RABGAP1
ENSG00000133742.13	CA1
ENSG00000172409.6	CLP1
ENSG00000125967.16	NECAB3
ENSG00000129990.15	SYT5
ENSG00000266714.9	MYO15B
ENSG00000122778.10	KIAA1549
ENSG00000175354.20	PTPN2
ENSG00000185101.13	ANO9
ENSG00000171634.18	BPTF
ENSG00000068383.19	INPP5A
ENSG00000184371.14	CSF1
ENSG00000136950.13	ARPC5L
ENSG00000143365.19	RORC
ENSG00000119946.11	CNNM1
ENSG00000186910.4	SERPINA11
ENSG00000053372.5	MRTO4
ENSG00000148690.12	FRA10AC1
ENSG00000164442.10	CITED2
ENSG00000186472.20	PCLO
ENSG00000115548.17	KDM3A
ENSG00000165060.14	FXN
ENSG00000116761.12	CTH
ENSG00000146147.15	MLIP
ENSG00000140876.11	NUDT7
ENSG00000184281.15	TSSC4
ENSG00000079974.17	RABL2B
ENSG00000105325.14	FZR1
ENSG00000138279.16	ANXA7
ENSG00000141562.18	NARF
ENSG00000112425.15	EPM2A
ENSG00000172478.18	C2orf54
ENSG00000198336.9	MYL4
ENSG00000151967.18	SCHIP1
ENSG00000116489.13	CAPZA1
ENSG00000177706.9	FAM20C
ENSG00000176783.15	RUFY1
ENSG00000130294.16	KIF1A
ENSG00000167526.13	RPL13
ENSG00000100014.20	SPECC1L
ENSG00000115128.7	SF3B6
ENSG00000139289.13	PHLDA1
ENSG00000170091.11	NSG2
ENSG00000151466.12	SCLT1
ENSG00000055813.6	CCDC85A
ENSG00000172667.11	ZMAT3
ENSG00000102683.7	SGCG
ENSG00000162670.11	BRINP3
ENSG00000110048.12	OSBP
ENSG00000125534.10	PPDPF
ENSG00000126246.10	IGFLR1
ENSG00000136522.14	MRPL47
ENSG00000154917.11	RAB6B
ENSG00000181444.13	ZNF467
ENSG00000213402.3	PTPRCAP
ENSG00000105278.12	ZFR2
ENSG00000159479.17	MED8
ENSG00000129007.14	CALML4
ENSG00000075234.17	TTC38
ENSG00000162738.6	VANGL2
ENSG00000198643.7	FAM3D
ENSG00000100300.18	TSPO
ENSG00000107957.16	SH3PXD2A
ENSG00000107249.23	GLIS3
ENSG00000100599.16	RIN3
ENSG00000101152.11	DNAJC5
ENSG00000168702.18	LRP1B
ENSG00000136828.19	RALGPS1
ENSG00000166912.17	MTMR10
ENSG00000137522.18	RNF121
ENSG00000181472.5	ZBTB2
ENSG00000122545.20	SEPT7
ENSG00000080298.15	RFX3
ENSG00000132561.14	MATN2
ENSG00000170264.13	FAM161A
ENSG00000142945.13	KIF2C
ENSG00000158882.15	TOMM40L
ENSG00000164342.13	TLR3
ENSG00000168214.20	RBPJ
ENSG00000174007.8	CEP19
ENSG00000116127.18	ALMS1
ENSG00000121552.4	CSTA
ENSG00000151176.8	PLBD2
ENSG00000175318.12	GRAMD2A
ENSG00000115290.10	GRB14
ENSG00000165813.20	CCDC186
ENSG00000172795.16	DCP2
ENSG00000146376.11	ARHGAP18
ENSG00000084733.11	RAB10
ENSG00000103342.13	GSPT1
ENSG00000151348.15	EXT2
ENSG00000161956.13	SENP3
ENSG00000227471.9	AKR1B15
ENSG00000167969.13	ECI1
ENSG00000164118.13	CEP44
ENSG00000163874.11	ZC3H12A
ENSG00000169093.16	ASMTL
ENSG00000137745.12	MMP13
ENSG00000198815.9	FOXJ3
ENSG00000161031.13	PGLYRP2
ENSG00000239672.7	NME1
ENSG00000101220.18	C20orf27
ENSG00000177380.14	PPFIA3
ENSG00000117594.10	HSD11B1
ENSG00000185651.15	UBE2L3
ENSG00000015171.19	ZMYND11
ENSG00000185245.8	GP1BA
ENSG00000116016.14	EPAS1
ENSG00000173702.7	MUC13
ENSG00000164199.18	ADGRV1
ENSG00000106333.13	PCOLCE
ENSG00000131771.14	PPP1R1B
ENSG00000112210.12	RAB23
ENSG00000076554.15	TPD52
ENSG00000138735.16	PDE5A
ENSG00000169122.11	FAM110B
ENSG00000175895.4	PLEKHF2
ENSG00000148584.15	A1CF
ENSG00000162949.16	CAPN13
ENSG00000185730.8	ZNF696
ENSG00000102743.15	SLC25A15
ENSG00000165092.13	ALDH1A1
ENSG00000170367.5	CST5
ENSG00000081051.8	AFP
ENSG00000183844.17	FAM3B
ENSG00000027075.15	PRKCH
ENSG00000005483.21	KMT2E
ENSG00000151718.16	WWC2
ENSG00000276644.5	DACH1
ENSG00000149269.10	PAK1
ENSG00000157456.8	CCNB2
ENSG00000125998.8	FAM83C
ENSG00000134905.17	CARS2
ENSG00000138629.16	UBL7
ENSG00000177548.13	RABEP2
ENSG00000156968.9	MPV17L
ENSG00000140632.17	GLYR1
ENSG00000185499.16	MUC1
ENSG00000166803.13	PCLAF
ENSG00000006652.14	IFRD1
ENSG00000103966.11	EHD4
ENSG00000170260.9	ZNF212
ENSG00000091436.17	MAP3K20
ENSG00000145423.5	SFRP2
ENSG00000122490.19	PQLC1
ENSG00000187109.14	NAP1L1
ENSG00000182676.5	PPP1R27
ENSG00000111843.14	TMEM14C
ENSG00000164816.8	DEFA5
ENSG00000055609.18	KMT2C
ENSG00000135540.11	NHSL1
ENSG00000177731.16	FLII
ENSG00000087053.19	MTMR2
ENSG00000104907.12	TRMT1
ENSG00000151327.12	FAM177A1
ENSG00000135638.14	EMX1
ENSG00000121058.5	COIL
ENSG00000148700.15	ADD3
ENSG00000168461.13	RAB31
ENSG00000163291.14	PAQR3
ENSG00000134240.12	HMGCS2
ENSG00000180745.5	CLRN3
ENSG00000147912.13	FBXO10
ENSG00000147676.14	MAL2
ENSG00000179593.16	ALOX15B
ENSG00000182197.12	EXT1
ENSG00000258289.8	CHURC1
ENSG00000011201.12	ANOS1
ENSG00000174206.13	C12orf66
ENSG00000171241.9	SHCBP1
ENSG00000130204.13	TOMM40
ENSG00000106686.16	SPATA6L
ENSG00000211611.2	IGKV6-21
ENSG00000160447.7	PKN3
ENSG00000086827.9	ZW10
ENSG00000204104.12	TRAF3IP1
ENSG00000156535.15	CD109
ENSG00000100711.13	ZFYVE21
ENSG00000163617.11	CCDC191
ENSG00000103671.10	TRIP4
ENSG00000204632.11	HLA-G
ENSG00000197561.7	ELANE
ENSG00000099194.6	SCD
ENSG00000051620.11	HEBP2
ENSG00000189067.12	LITAF
ENSG00000144035.4	NAT8
ENSG00000064933.18	PMS1
ENSG00000066629.18	EML1
ENSG00000144744.17	UBA3
ENSG00000169062.15	UPF3A
ENSG00000172315.6	TP53RK
ENSG00000114405.10	C3orf14
ENSG00000152642.11	GPD1L
ENSG00000177370.5	TIMM22
ENSG00000145879.11	SPINK7
ENSG00000178033.6	CALHM5
ENSG00000127720.8	METTL25
ENSG00000157766.18	ACAN
ENSG00000182175.14	RGMA
ENSG00000135821.19	GLUL
ENSG00000064545.15	TMEM161A
ENSG00000110344.10	UBE4A
ENSG00000164040.18	PGRMC2
ENSG00000149124.11	GLYAT
ENSG00000283329.1	FAM240B
ENSG00000198353.8	HOXC4
ENSG00000115850.10	LCT
ENSG00000113140.11	SPARC
ENSG00000144589.22	STK11IP
ENSG00000091138.13	SLC26A3
ENSG00000139998.16	RAB15
ENSG00000068796.18	KIF2A
ENSG00000129315.11	CCNT1
