From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
A8MT19	A8MT19	reviewed	RHN2P_HUMAN	Putative rhophilin-2-like protein RHPN2P1 (Rhophilin-2 pseudogene 1)	RHPN2P1	Homo sapiens (Human)	583
A8MVS5	A8MVS5	reviewed	HIDE1_HUMAN	Protein HIDE1	HIDE1 C19orf38	Homo sapiens (Human)	230
A8MVU1	A8MVU1	reviewed	NCF1C_HUMAN	Putative neutrophil cytosol factor 1C, NCF-1C (Putative SH3 and PX domain-containing protein 1C)	NCF1C SH3PXD1C	Homo sapiens (Human)	366
A8MVW0	A8MVW0	reviewed	F1712_HUMAN	Protein FAM171A2	FAM171A2	Homo sapiens (Human)	826
A8MW92	A8MW92	reviewed	P20L1_HUMAN	PHD finger protein 20-like protein 1	PHF20L1 CGI-72	Homo sapiens (Human)	1017
A8MWX3	A8MWX3	reviewed	WASH4_HUMAN	Putative WAS protein family homolog 4 (Protein FAM39CP)	WASH4P FAM39CP	Homo sapiens (Human)	477
A8MYA2	A8MYA2	reviewed	CX049_HUMAN	Uncharacterized protein CXorf49	CXorf49; CXorf49B	Homo sapiens (Human)	514
A8MYZ6	A8MYZ6	reviewed	FOXO6_HUMAN	Forkhead box protein O6	FOXO6	Homo sapiens (Human)	492
A8MZF0	A8MZF0	reviewed	PRR33_HUMAN	Proline-rich protein 33	PRR33 C11orf89	Homo sapiens (Human)	331
A8TX70	A8TX70	reviewed	CO6A5_HUMAN	Collagen alpha-5(VI) chain (Collagen alpha-1(XXIX) chain) (von Willebrand factor A domain-containing protein 4)	COL6A5 COL29A1 VWA4	Homo sapiens (Human)	2615
B0FP48	B0FP48	reviewed	UPK3L_HUMAN	Uroplakin-3b-like protein 1	UPK3BL1 UPLP	Homo sapiens (Human)	263
B0I1T2	B0I1T2	reviewed	MYO1G_HUMAN	Unconventional myosin-Ig [Cleaved into: Minor histocompatibility antigen HA-2, mHag HA-2 ]	MYO1G HA2	Homo sapiens (Human)	1018
B0YJ81	B0YJ81	reviewed	HACD1_HUMAN	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 1, EC 4.2.1.134 (3-hydroxyacyl-CoA dehydratase 1, HACD1) (Cementum-attachment protein, CAP) (Protein-tyrosine phosphatase-like member A)	HACD1 PTPLA	Homo sapiens (Human)	288
B1AHC4	B1AHC4	unreviewed	B1AHC4_HUMAN	PRR5-ARHGAP8 readthrough	PRR5-ARHGAP8	Homo sapiens (Human)	643
B1AJZ9	B1AJZ9	reviewed	FHAD1_HUMAN	Forkhead-associated domain-containing protein 1, FHA domain-containing protein 1	FHAD1 KIAA1937	Homo sapiens (Human)	1412
B1AK53	B1AK53	reviewed	ESPN_HUMAN	Espin (Autosomal recessive deafness type 36 protein) (Ectoplasmic specialization protein)	ESPN DFNB36 LP2654	Homo sapiens (Human)	854
B1ANS9	B1ANS9	reviewed	WDR64_HUMAN	WD repeat-containing protein 64	WDR64	Homo sapiens (Human)	1081
B2RPK0	B2RPK0	reviewed	HGB1A_HUMAN	Putative high mobility group protein B1-like 1 (High mobility group protein B1 pseudogene 1) (Putative high mobility group protein 1-like 1, HMG-1L1)	HMGB1P1 HMG1L1 HMGB1L1	Homo sapiens (Human)	211
B2RTY4	B2RTY4	reviewed	MYO9A_HUMAN	Unconventional myosin-IXa (Unconventional myosin-9a)	MYO9A MYR7	Homo sapiens (Human)	2548
B2RU33	B2RU33	reviewed	POTEC_HUMAN	POTE ankyrin domain family member C (ANKRD26-like family B member 2) (Prostate, ovary, testis-expressed protein on chromosome 18, POTE-18)	POTEC A26B2 POTE18	Homo sapiens (Human)	542
B2RXF0	B2RXF0	reviewed	T229A_HUMAN	Transmembrane protein 229A	TMEM229A	Homo sapiens (Human)	380
B2RXH8	B2RXH8	reviewed	HNRC2_HUMAN	Heterogeneous nuclear ribonucleoprotein C-like 2, hnRNP C-like-2	HNRNPCL2 HNRNPCP5	Homo sapiens (Human)	293
B4DGG1	B4DGG1	unreviewed	B4DGG1_HUMAN	Protein FAM234A (cDNA FLJ60496)	FAM234A	Homo sapiens (Human)	531
B4DJY2	B4DJY2	reviewed	TM233_HUMAN	Transmembrane protein 233 (Dispanin subfamily B member 2, DSPB2) (Interferon-induced transmembrane domain-containing protein D2)	TMEM233 IFITMD2	Homo sapiens (Human)	109
B4DLN1	B4DLN1	unreviewed	B4DLN1_HUMAN	cDNA FLJ60124, highly similar to Mitochondrial dicarboxylate carrier		Homo sapiens (Human)	442
B4DS77	B4DS77	reviewed	SHSA9_HUMAN	Protein shisa-9	SHISA9	Homo sapiens (Human)	424
B5ME19	B5ME19	reviewed	EIFCL_HUMAN	Eukaryotic translation initiation factor 3 subunit C-like protein	EIF3CL	Homo sapiens (Human)	914
B7Z1M9	B7Z1M9	reviewed	C2D4D_HUMAN	C2 calcium-dependent domain-containing protein 4D	C2CD4D FAM148D	Homo sapiens (Human)	353
B7Z6K7	B7Z6K7	reviewed	ZN814_HUMAN	Zinc finger protein 814	ZNF814	Homo sapiens (Human)	855
B7ZBB8	B7ZBB8	reviewed	PP13G_HUMAN	Protein phosphatase 1 regulatory subunit 3G	PPP1R3G	Homo sapiens (Human)	358
B7ZW38	B7ZW38	reviewed	HNRC3_HUMAN	Heterogeneous nuclear ribonucleoprotein C-like 3	HNRNPCL3	Homo sapiens (Human)	293
B8ZZF3	B8ZZF3	unreviewed	B8ZZF3_HUMAN	Mediator of RNA polymerase II transcription subunit 26 (Mediator complex subunit 26)		Homo sapiens (Human)	427
B9A064	B9A064	reviewed	IGLL5_HUMAN	Immunoglobulin lambda-like polypeptide 5 (G lambda-1) (Germline immunoglobulin lambda 1)	IGLL5	Homo sapiens (Human)	214
C4AMC7	C4AMC7	reviewed	WASH3_HUMAN	Putative WAS protein family homolog 3 (Protein FAM39DP)	WASH3P FAM39DP	Homo sapiens (Human)	463
C4P0D8	C4P0D8	unreviewed	C4P0D8_HUMAN	Disrupted in schizophrenia 1 isoform 51 (TSNAX-DISC1 readthrough (NMD candidate))	TSNAX-DISC1 DISC1	Homo sapiens (Human)	188
C9J069	C9J069	reviewed	AJM1_HUMAN	Apical junction component 1 homolog	AJM1 C9orf172	Homo sapiens (Human)	976
C9J6K1	C9J6K1	reviewed	CS081_HUMAN	Putative uncharacterized protein C19orf81	C19orf81	Homo sapiens (Human)	198
C9J798	C9J798	reviewed	RAS4B_HUMAN	Ras GTPase-activating protein 4B	RASA4B	Homo sapiens (Human)	803
C9J7I0	C9J7I0	reviewed	UMAD1_HUMAN	UBAP1-MVB12-associated (UMA)-domain containing protein 1 (RPA3 antisense RNA 1) (RPA3 opposite strand)	UMAD1 RPA3-AS1 RPA3OS	Homo sapiens (Human)	137
C9JAW5	C9JAW5	unreviewed	C9JAW5_HUMAN	HIG1 domain-containing protein		Homo sapiens (Human)	83
C9JG80	C9JG80	reviewed	NPIB4_HUMAN	Nuclear pore complex-interacting protein family member B4	NPIPB4	Homo sapiens (Human)	1138
C9JH25	C9JH25	reviewed	PRRT4_HUMAN	Proline-rich transmembrane protein 4	PRRT4	Homo sapiens (Human)	899
C9JLW8	C9JLW8	reviewed	MCRI1_HUMAN	Mapk-regulated corepressor-interacting protein 1 (Granulin-2) (Protein FAM195B)	MCRIP1 FAM195B GRAN2	Homo sapiens (Human)	97
C9JQL5	C9JQL5	reviewed	DSA2D_HUMAN	Putative dispanin subfamily A member 2d, DSPA2d		Homo sapiens (Human)	133
C9JRZ8	C9JRZ8	reviewed	AK1BF_HUMAN	Aldo-keto reductase family 1 member B15, EC 1.1.1.-, EC 1.1.1.300, EC 1.1.1.54 (Estradiol 17-beta-dehydrogenase AKR1B15) (Farnesol dehydrogenase, EC 1.1.1.216) (Testosterone 17beta-dehydrogenase, EC 1.1.1.64)	AKR1B15	Homo sapiens (Human)	316
C9JTQ0	C9JTQ0	reviewed	ANR63_HUMAN	Ankyrin repeat domain-containing protein 63	ANKRD63	Homo sapiens (Human)	380
C9JVG2	C9JVG2	unreviewed	C9JVG2_HUMAN	Zinc finger protein 775	ZNF775	Homo sapiens (Human)	144
D6R8Y8	D6R8Y8	unreviewed	D6R8Y8_HUMAN	Musculoskeletal embryonic nuclear protein 1		Homo sapiens (Human)	96
D6RGH6	D6RGH6	reviewed	MCIN_HUMAN	Multicilin (Multiciliate differentiation and DNA synthesis-associated cell cycle protein, McIdas protein) (Protein Idas)	MCIDAS IDAS MCI MCIN	Homo sapiens (Human)	385
D6RIA3	D6RIA3	reviewed	CD054_HUMAN	Uncharacterized protein C4orf54 (Familial obliterative portal venopathy)	C4orf54 FOPV	Homo sapiens (Human)	1793
E5RHQ5	E5RHQ5	reviewed	NPB11_HUMAN	Nuclear pore complex-interacting protein family member B11	NPIPB11	Homo sapiens (Human)	1161
E7EQ34	E7EQ34	unreviewed	E7EQ34_HUMAN	Uncharacterized protein		Homo sapiens (Human)	232
E7ERA6	E7ERA6	reviewed	RN223_HUMAN	RING finger protein 223	RNF223	Homo sapiens (Human)	249
E7EVH7	E7EVH7	unreviewed	E7EVH7_HUMAN	Kinesin light chain		Homo sapiens (Human)	719
E7EW31	E7EW31	reviewed	PROB1_HUMAN	Proline-rich basic protein 1	PROB1 C5orf65	Homo sapiens (Human)	1015
E7EWF7	E7EWF7	unreviewed	E7EWF7_HUMAN	Uncharacterized protein		Homo sapiens (Human)	191
E9PAM4	E9PAM4	unreviewed	E9PAM4_HUMAN	Phosphatidylinositol 4-kinase type 2, EC 2.7.1.67		Homo sapiens (Human)	449
E9PAV3	E9PAV3	reviewed	NACAM_HUMAN	Nascent polypeptide-associated complex subunit alpha, muscle-specific form (Alpha-NAC, muscle-specific form, skNAC)	NACA	Homo sapiens (Human)	2078
E9PB15	E9PB15	reviewed	PTG3L_HUMAN	Putative protein PTGES3L (Prostaglandin E synthase 3-like)	PTGES3L	Homo sapiens (Human)	166
E9PCH4	E9PCH4	unreviewed	E9PCH4_HUMAN	Uncharacterized protein		Homo sapiens (Human)	1651
E9PLD3	E9PLD3	unreviewed	E9PLD3_HUMAN	Uncharacterized protein		Homo sapiens (Human)	99
E9PRG8	E9PRG8	reviewed	CK098_HUMAN	Uncharacterized protein C11orf98	C11orf98	Homo sapiens (Human)	123
F2Z307	F2Z307	unreviewed	F2Z307_HUMAN	V-type proton ATPase subunit G	ATP6V1G2-DDX39B	Homo sapiens (Human)	99
F5H4A9	F5H4A9	reviewed	CC080_HUMAN	Uncharacterized membrane protein C3orf80	C3orf80	Homo sapiens (Human)	247
F5H5P2	F5H5P2	unreviewed	F5H5P2_HUMAN	2-oxoisovalerate dehydrogenase subunit alpha, EC 1.2.4.4 (Branched-chain alpha-keto acid dehydrogenase E1 component alpha chain)		Homo sapiens (Human)	479
F8W810	Q2VIR3	reviewed	IF2GL_HUMAN	Eukaryotic translation initiation factor 2 subunit 3B, EC 3.6.5.3 (Eukaryotic translation initiation factor 2 subunit gamma A, eIF-2-gamma A, eIF-2gA)	EIF2S3B	Homo sapiens (Human)	472
F8WAN1	F8WAN1	unreviewed	F8WAN1_HUMAN	Cytospin-A	SPECC1L-ADORA2A	Homo sapiens (Human)	911
G3V3G9	P40855	reviewed	PEX19_HUMAN	Peroxisomal biogenesis factor 19 (33 kDa housekeeping protein) (Peroxin-19) (Peroxisomal farnesylated protein)	PEX19 HK33 PXF OK/SW-cl.22	Homo sapiens (Human)	299
G5E9Z4	G5E9Z4	unreviewed	G5E9Z4_HUMAN	Phosphatidylinositol 4-kinase type 2, EC 2.7.1.67	PI4K2B hCG_19614	Homo sapiens (Human)	385
H0Y626	H0Y626	unreviewed	H0Y626_HUMAN	B box-type domain-containing protein		Homo sapiens (Human)	953
H0Y858	H0Y858	unreviewed	H0Y858_HUMAN	Toll-like receptor 9		Homo sapiens (Human)	1186
H0YC42	H0YC42	unreviewed	H0YC42_HUMAN	Uncharacterized protein		Homo sapiens (Human)	278
H0YGG7	H0YGG7	unreviewed	H0YGG7_HUMAN	Uncharacterized protein		Homo sapiens (Human)	62
H0YHG0	H0YHG0	unreviewed	H0YHG0_HUMAN	Uncharacterized protein		Homo sapiens (Human)	523
H0YIS7	H0YIS7	unreviewed	H0YIS7_HUMAN	RNASEK-C17orf49 readthrough	RNASEK-C17orf49	Homo sapiens (Human)	233
H0YJW9	H0YJW9	unreviewed	H0YJW9_HUMAN	Uncharacterized protein		Homo sapiens (Human)	148
H3BN57	H3BN57	unreviewed	H3BN57_HUMAN	Biogenesis of lysosome-related organelles complex 1 subunit 5 (Protein Muted homolog)	BLOC1S5-TXNDC5	Homo sapiens (Human)	136
H3BNR1	H3BNR1	unreviewed	H3BNR1_HUMAN	BORCS8-MEF2B readthrough	BORCS8-MEF2B	Homo sapiens (Human)	382
H3BPF8	H3BPF8	reviewed	GOG8S_HUMAN	Golgin subfamily A member 8S	GOLGA8S	Homo sapiens (Human)	625
H3BQL2	H3BQL2	reviewed	GOG8T_HUMAN	Golgin subfamily A member 8T	GOLGA8T	Homo sapiens (Human)	631
H3BQZ7	H3BQZ7	unreviewed	H3BQZ7_HUMAN	HCG2044799 (HNRNPUL2-BSCL2 readthrough (NMD candidate))	HNRNPUL2-BSCL2 hCG_2044799	Homo sapiens (Human)	746
H3BRB1	H3BRB1	unreviewed	H3BRB1_HUMAN	Polynucleotide adenylyltransferase, EC 2.7.7.19		Homo sapiens (Human)	525
H3BSY2	H3BSY2	reviewed	GOG8M_HUMAN	Golgin subfamily A member 8M	GOLGA8M	Homo sapiens (Human)	632
H3BTX0	H3BTX0	unreviewed	H3BTX0_HUMAN	Uncharacterized protein		Homo sapiens (Human)	84
H3BU86	H3BU86	unreviewed	H3BU86_HUMAN	STX16-NPEPL1 readthrough (NMD candidate)	STX16-NPEPL1	Homo sapiens (Human)	382
H7BY64	H7BY64	unreviewed	H7BY64_HUMAN	ZNF511-PRAP1 readthrough	ZNF511-PRAP1	Homo sapiens (Human)	318
H7BYZ3	H7BYZ3	unreviewed	H7BYZ3_HUMAN	Uncharacterized protein		Homo sapiens (Human)	331
H7C0S8	H7C0S8	unreviewed	H7C0S8_HUMAN	Argininosuccinate lyase		Homo sapiens (Human)	307
H7C1D1	H7C1D1	unreviewed	H7C1D1_HUMAN	Uncharacterized protein		Homo sapiens (Human)	291
H7C1W4	H7C1W4	unreviewed	H7C1W4_HUMAN	Uncharacterized protein		Homo sapiens (Human)	665
H7C4K7	H7C4K7	unreviewed	H7C4K7_HUMAN	Nup188 domain-containing protein		Homo sapiens (Human)	107
H8Y6P7	H8Y6P7	unreviewed	H8Y6P7_HUMAN	DNA-directed RNA polymerase II subunit GRINL1A (DNA-directed RNA polymerase II subunit M) (Glutamate receptor-like protein 1A)	GCOM1	Homo sapiens (Human)	765
I3L0A0	I3L0A0	unreviewed	I3L0A0_HUMAN	HCG2044781 (PEDS1-UBE2V1 readthrough)	PEDS1-UBE2V1 hCG_2044781	Homo sapiens (Human)	370
I3L1I5	Q6ZSZ5	reviewed	ARHGI_HUMAN	Rho guanine nucleotide exchange factor 18 (114 kDa Rho-specific guanine nucleotide exchange factor, p114-Rho-GEF, p114RhoGEF) (Septin-associated RhoGEF, SA-RhoGEF)	ARHGEF18 KIAA0521	Homo sapiens (Human)	1361
I3L4J1	I3L4J1	unreviewed	I3L4J1_HUMAN	Vesicle-fusing ATPase, EC 3.6.4.6		Homo sapiens (Human)	428
I3L521	I3L521	unreviewed	I3L521_HUMAN	RRM domain-containing protein		Homo sapiens (Human)	148
I6L899	I6L899	reviewed	GOG8R_HUMAN	Golgin subfamily A member 8R	GOLGA8R	Homo sapiens (Human)	631
J3KQ70	J3KQ70	unreviewed	J3KQ70_HUMAN	HCG2039827, isoform CRA_e (INO80B-WBP1 readthrough (NMD candidate))	INO80B-WBP1 hCG_2039827	Homo sapiens (Human)	363
J3QQQ9	J3QQQ9	unreviewed	J3QQQ9_HUMAN	KOW domain-containing protein		Homo sapiens (Human)	107
J3QR06	J3QR06	unreviewed	J3QR06_HUMAN	Uncharacterized protein		Homo sapiens (Human)	171
K7EJ46	K7EJ46	reviewed	SIM22_HUMAN	Small integral membrane protein 22 (Cancer-associated small integral membrane open reading frame 1)	SMIM22 CASIMO1	Homo sapiens (Human)	83
K7ELQ4	K7ELQ4	unreviewed	K7ELQ4_HUMAN	Cyclic AMP-dependent transcription factor ATF-7	ATF7-NPFF	Homo sapiens (Human)	463
K7EM74	K7EM74	unreviewed	K7EM74_HUMAN	Uncharacterized protein		Homo sapiens (Human)	188
K7ENP7	K7ENP7	unreviewed	K7ENP7_HUMAN	Uncharacterized protein		Homo sapiens (Human)	123
K7EQG2	K7EQG2	unreviewed	K7EQG2_HUMAN	Uncharacterized protein		Homo sapiens (Human)	157
K7EQZ3	K7EQZ3	unreviewed	K7EQZ3_HUMAN	BPTI/Kunitz inhibitor domain-containing protein		Homo sapiens (Human)	153
K7N7A8	K7N7A8	unreviewed	K7N7A8_HUMAN	Ubiquitin carboxyl-terminal hydrolase MINDY, EC 3.4.19.12		Homo sapiens (Human)	449
L0R819	L0R819	reviewed	ASURF_HUMAN	ASNSD1 upstream open reading frame protein (ASNSD1 small/short open reading frame-encoded polypeptide, ASNSD1-SEP)	ASDURF	Homo sapiens (Human)	96
L7N2F9	L7N2F9	unreviewed	L7N2F9_HUMAN	Vesicle-associated membrane protein 2 (Synaptobrevin-2)		Homo sapiens (Human)	121
M0QX08	M0QX08	unreviewed	M0QX08_HUMAN	Protein kinase domain-containing protein		Homo sapiens (Human)	132
M0QYT0	M0QYT0	unreviewed	M0QYT0_HUMAN	RRM domain-containing protein		Homo sapiens (Human)	321
M0QZ24	M0QZ24	unreviewed	M0QZ24_HUMAN	Glyco_hydro38C2 domain-containing protein		Homo sapiens (Human)	198
M0QZ92	M0QZ92	unreviewed	M0QZ92_HUMAN	SEC7 domain-containing protein		Homo sapiens (Human)	97
M0QZK8	M0QZK8	unreviewed	M0QZK8_HUMAN	Gamma-glutamylcyclotransferase, EC 4.3.2.9		Homo sapiens (Human)	103
M0R1B8	M0R1B8	unreviewed	M0R1B8_HUMAN	Uncharacterized protein		Homo sapiens (Human)	84
M0R1X1	M0R1X1	unreviewed	M0R1X1_HUMAN	KRAB domain-containing protein		Homo sapiens (Human)	148
M0R2N4	M0R2N4	unreviewed	M0R2N4_HUMAN	C3H1-type domain-containing protein		Homo sapiens (Human)	97
O00116	O00116	reviewed	ADAS_HUMAN	Alkyldihydroxyacetonephosphate synthase, peroxisomal, Alkyl-DHAP synthase, EC 2.5.1.26 (Aging-associated gene 5 protein) (Alkylglycerone-phosphate synthase)	AGPS AAG5	Homo sapiens (Human)	658
O00124	O00124	reviewed	UBXN8_HUMAN	UBX domain-containing protein 8 (Reproduction 8 protein, Rep-8 protein) (UBX domain-containing protein 6)	UBXN8 D8S2298E REP8 UBXD6	Homo sapiens (Human)	270
O00139	O00139	reviewed	KIF2A_HUMAN	Kinesin-like protein KIF2A (Kinesin-2, hK2)	KIF2A KIF2 KNS2	Homo sapiens (Human)	706
O00141	O00141	reviewed	SGK1_HUMAN	Serine/threonine-protein kinase Sgk1, EC 2.7.11.1 (Serum/glucocorticoid-regulated kinase 1)	SGK1 SGK	Homo sapiens (Human)	431
O00148	O00148	reviewed	DX39A_HUMAN	ATP-dependent RNA helicase DDX39A, EC 3.6.4.13 (DEAD box protein 39) (Nuclear RNA helicase URH49)	DDX39A DDX39	Homo sapiens (Human)	427
O00151	O00151	reviewed	PDLI1_HUMAN	PDZ and LIM domain protein 1 (C-terminal LIM domain protein 1) (Elfin) (LIM domain protein CLP-36)	PDLIM1 CLIM1 CLP36	Homo sapiens (Human)	329
O00159	O00159	reviewed	MYO1C_HUMAN	Unconventional myosin-Ic (Myosin I beta, MMI-beta, MMIb)	MYO1C	Homo sapiens (Human)	1063
O00160	O00160	reviewed	MYO1F_HUMAN	Unconventional myosin-If (Myosin-Ie)	MYO1F	Homo sapiens (Human)	1098
O00161	O00161	reviewed	SNP23_HUMAN	Synaptosomal-associated protein 23, SNAP-23 (Vesicle-membrane fusion protein SNAP-23)	SNAP23	Homo sapiens (Human)	211
O00165	O00165	reviewed	HAX1_HUMAN	HCLS1-associated protein X-1 (HS1-associating protein X-1, HAX-1) (HS1-binding protein 1, HSP1BP-1)	HAX1 HS1BP1	Homo sapiens (Human)	279
O00167	O00167	reviewed	EYA2_HUMAN	Eyes absent homolog 2, EC 3.1.3.48	EYA2 EAB1	Homo sapiens (Human)	538
O00168	O00168	reviewed	PLM_HUMAN	Phospholemman (FXYD domain-containing ion transport regulator 1) (Sodium/potassium-transporting ATPase subunit FXYD1)	FXYD1 PLM	Homo sapiens (Human)	92
O00170	O00170	reviewed	AIP_HUMAN	AH receptor-interacting protein, AIP (Aryl-hydrocarbon receptor-interacting protein) (HBV X-associated protein 2, XAP-2) (Immunophilin homolog ARA9)	AIP XAP2	Homo sapiens (Human)	330
O00178	O00178	reviewed	GTPB1_HUMAN	GTP-binding protein 1, G-protein 1, GP-1, GP1	GTPBP1	Homo sapiens (Human)	669
O00180	O00180	reviewed	KCNK1_HUMAN	Potassium channel subfamily K member 1 (Inward rectifying potassium channel protein TWIK-1) (Potassium channel K2P1) (Potassium channel KCNO1)	KCNK1 HOHO1 KCNO1 TWIK1	Homo sapiens (Human)	336
O00182	O00182	reviewed	LEG9_HUMAN	Galectin-9, Gal-9 (Ecalectin) (Tumor antigen HOM-HD-21)	LGALS9	Homo sapiens (Human)	355
O00186	O00186	reviewed	STXB3_HUMAN	Syntaxin-binding protein 3 (Platelet Sec1 protein, PSP) (Protein unc-18 homolog 3, Unc18-3) (Protein unc-18 homolog C, Unc-18C)	STXBP3	Homo sapiens (Human)	592
O00192	O00192	reviewed	ARVC_HUMAN	Splicing regulator ARVCF (Armadillo repeat protein deleted in velo-cardio-facial syndrome)	ARVCF	Homo sapiens (Human)	962
O00193	O00193	reviewed	SMAP_HUMAN	Small acidic protein	SMAP C11orf58	Homo sapiens (Human)	183
O00194	O00194	reviewed	RB27B_HUMAN	Ras-related protein Rab-27B, EC 3.6.5.2 (C25KG)	RAB27B	Homo sapiens (Human)	218
O00203	O00203	reviewed	AP3B1_HUMAN	AP-3 complex subunit beta-1 (Adaptor protein complex AP-3 subunit beta-1) (Adaptor-related protein complex 3 subunit beta-1) (Beta-3A-adaptin) (Clathrin assembly protein complex 3 beta-1 large chain)	AP3B1 ADTB3A	Homo sapiens (Human)	1094
O00204	O00204	reviewed	ST2B1_HUMAN	Sulfotransferase 2B1, EC 2.8.2.2 (Alcohol sulfotransferase) (Hydroxysteroid sulfotransferase 2) (Sulfotransferase family 2B member 1) (Sulfotransferase family cytosolic 2B member 1, ST2B1)	SULT2B1 HSST2	Homo sapiens (Human)	365
O00213	O00213	reviewed	APBB1_HUMAN	Amyloid beta precursor protein binding family B member 1 (Amyloid-beta A4 precursor protein-binding family B member 1) (Protein Fe65)	APBB1 FE65 RIR	Homo sapiens (Human)	710
O00220	O00220	reviewed	TR10A_HUMAN	Tumor necrosis factor receptor superfamily member 10A (Death receptor 4) (TNF-related apoptosis-inducing ligand receptor 1, TRAIL receptor 1, TRAIL-R1) (CD antigen CD261)	TNFRSF10A APO2 DR4 TRAILR1	Homo sapiens (Human)	468
O00221	O00221	reviewed	IKBE_HUMAN	NF-kappa-B inhibitor epsilon, NF-kappa-BIE (I-kappa-B-epsilon, IkB-E, IkB-epsilon, IkappaBepsilon)	NFKBIE IKBE	Homo sapiens (Human)	500
O00231	O00231	reviewed	PSD11_HUMAN	26S proteasome non-ATPase regulatory subunit 11 (26S proteasome regulatory subunit RPN6) (26S proteasome regulatory subunit S9) (26S proteasome regulatory subunit p44.5)	PSMD11	Homo sapiens (Human)	422
O00232	O00232	reviewed	PSD12_HUMAN	26S proteasome non-ATPase regulatory subunit 12 (26S proteasome regulatory subunit RPN5) (26S proteasome regulatory subunit p55)	PSMD12	Homo sapiens (Human)	456
O00233	O00233	reviewed	PSMD9_HUMAN	26S proteasome non-ATPase regulatory subunit 9 (26S proteasome regulatory subunit p27)	PSMD9	Homo sapiens (Human)	223
O00244	O00244	reviewed	ATOX1_HUMAN	Copper transport protein ATOX1 (Metal transport protein ATX1)	ATOX1 HAH1	Homo sapiens (Human)	68
O00255	O00255	reviewed	MEN1_HUMAN	Menin	MEN1 SCG2	Homo sapiens (Human)	615
O00257	O00257	reviewed	CBX4_HUMAN	E3 SUMO-protein ligase CBX4, EC 2.3.2.- (Chromobox protein homolog 4) (Polycomb 2 homolog, Pc2, hPc2)	CBX4	Homo sapiens (Human)	560
O00264	O00264	reviewed	PGRC1_HUMAN	Membrane-associated progesterone receptor component 1, mPR (Dap1) (IZA)	PGRMC1 HPR6.6 PGRMC	Homo sapiens (Human)	195
O00267	O00267	reviewed	SPT5H_HUMAN	Transcription elongation factor SPT5, hSPT5 (DRB sensitivity-inducing factor 160 kDa subunit, DSIF p160) (DRB sensitivity-inducing factor large subunit, DSIF large subunit) (Tat-cotransactivator 1 protein, Tat-CT1 protein)	SUPT5H SPT5 SPT5H	Homo sapiens (Human)	1087
O00268	O00268	reviewed	TAF4_HUMAN	Transcription initiation factor TFIID subunit 4 (RNA polymerase II TBP-associated factor subunit C) (TBP-associated factor 4) (Transcription initiation factor TFIID 130 kDa subunit, TAF(II)130, TAFII-130, TAFII130) (Transcription initiation factor TFIID 135 kDa subunit, TAF(II)135, TAFII-135, TAFII135)	TAF4 TAF2C TAF2C1 TAF4A TAFII130 TAFII135	Homo sapiens (Human)	1085
O00273	O00273	reviewed	DFFA_HUMAN	DNA fragmentation factor subunit alpha (DNA fragmentation factor 45 kDa subunit, DFF-45) (Inhibitor of CAD, ICAD)	DFFA DFF1 DFF45 H13	Homo sapiens (Human)	331
O00287	O00287	reviewed	RFXAP_HUMAN	Regulatory factor X-associated protein, RFX-associated protein (RFX DNA-binding complex 36 kDa subunit)	RFXAP	Homo sapiens (Human)	272
O00291	O00291	reviewed	HIP1_HUMAN	Huntingtin-interacting protein 1, HIP-1 (Huntingtin-interacting protein I, HIP-I)	HIP1	Homo sapiens (Human)	1037
O00299	O00299	reviewed	CLIC1_HUMAN	Chloride intracellular channel protein 1 (Chloride channel ABP) (Nuclear chloride ion channel 27, NCC27) (Regulatory nuclear chloride ion channel protein, hRNCC)	CLIC1 G6 NCC27	Homo sapiens (Human)	241
O00327	O00327	reviewed	BMAL1_HUMAN	Aryl hydrocarbon receptor nuclear translocator-like protein 1 (Basic-helix-loop-helix-PAS protein MOP3) (Brain and muscle ARNT-like 1) (Class E basic helix-loop-helix protein 5, bHLHe5) (Member of PAS protein 3) (PAS domain-containing protein 3) (bHLH-PAS protein JAP3)	ARNTL BHLHE5 BMAL1 MOP3 PASD3	Homo sapiens (Human)	626
O00330	O00330	reviewed	ODPX_HUMAN	Pyruvate dehydrogenase protein X component, mitochondrial (Dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex) (E3-binding protein, E3BP) (Lipoyl-containing pyruvate dehydrogenase complex component X) (proX)	PDHX PDX1	Homo sapiens (Human)	501
O00401	O00401	reviewed	WASL_HUMAN	Actin nucleation-promoting factor WASL (Neural Wiskott-Aldrich syndrome protein, N-WASP)	WASL	Homo sapiens (Human)	505
O00408	O00408	reviewed	PDE2A_HUMAN	cGMP-dependent 3',5'-cyclic phosphodiesterase, EC 3.1.4.17 (Cyclic GMP-stimulated phosphodiesterase, CGS-PDE, cGSPDE)	PDE2A	Homo sapiens (Human)	941
O00409	O00409	reviewed	FOXN3_HUMAN	Forkhead box protein N3 (Checkpoint suppressor 1)	FOXN3 C14orf116 CHES1	Homo sapiens (Human)	490
