ENSG00000105939	ZC3HAV1
ENSG00000099992	TBC1D10A
ENSG00000117640	MTFR1L
ENSG00000130294	KIF1A
ENSG00000095787	WAC
ENSG00000173327	MAP3K11
ENSG00000076864	RAP1GAP
ENSG00000128973	CLN6
ENSG00000110697	PITPNM1
ENSG00000111348	ARHGDIB
ENSG00000132424	PNISR
ENSG00000196498	NCOR2
ENSG00000151150	ANK3
ENSG00000108244	KRT23
ENSG00000129351	ILF3
ENSG00000151553	FAM160B1
ENSG00000152242	C18orf25
ENSG00000149970	CNKSR2
ENSG00000180370	PAK2
ENSG00000106665	CLIP2
ENSG00000149115	TNKS1BP1
ENSG00000196924	FLNA
ENSG00000161011	SQSTM1
ENSG00000198561	CTNND1
ENSG00000135899	SP110
ENSG00000138768	USO1
ENSG00000102804	TSC22D1
ENSG00000125651	GTF2F1
ENSG00000092054	MYH7
ENSG00000119866	BCL11A
ENSG00000164164	OTUD4
ENSG00000119866	BCL11A
ENSG00000126001	CEP250
ENSG00000160460	SPTBN4
ENSG00000152137	HSPB8
ENSG00000100364	KIAA0930
ENSG00000108091	CCDC6
ENSG00000122203	KIAA1191
ENSG00000189337	KAZN
ENSG00000163468	CCT3
ENSG00000162601	MYSM1
ENSG00000048828	FAM120A
ENSG00000174891	RSRC1
ENSG00000185811	IKZF1
ENSG00000185567	AHNAK2
ENSG00000124313	IQSEC2
ENSG00000100284	TOM1
ENSG00000047578	KIAA0556
ENSG00000273749	CYFIP1
ENSG00000109066	TMEM104
ENSG00000099910	KLHL22
ENSG00000011114	BTBD7
ENSG00000116731	PRDM2
ENSG00000186081	KRT5
ENSG00000104369	JPH1
ENSG00000146950	SHROOM2
ENSG00000118689	FOXO3
ENSG00000168394	TAP1
ENSG00000104299	INTS9
ENSG00000109944	JHY
ENSG00000131711	MAP1B
ENSG00000169499	PLEKHA2
ENSG00000091436	MAP3K20
ENSG00000196230	TUBB
ENSG00000091640	SPAG7
ENSG00000204560	DHX16
ENSG00000146842	TMEM209
ENSG00000104722	NEFM
ENSG00000171992	SYNPO
ENSG00000029363	BCLAF1
ENSG00000173120	KDM2A
ENSG00000178996	SNX18
ENSG00000152455	SUV39H2
ENSG00000137776	SLTM
ENSG00000080503	SMARCA2
ENSG00000126461	SCAF1
ENSG00000115935	WIPF1
ENSG00000111077	TNS2
ENSG00000051523	CYBA
ENSG00000143793	C1orf35
ENSG00000163166	IWS1
ENSG00000054118	THRAP3
ENSG00000109436	TBC1D9
ENSG00000162775	RBM15
ENSG00000055044	NOP58
ENSG00000095383	TBC1D2
ENSG00000168497	CAVIN2
ENSG00000149115	TNKS1BP1
ENSG00000158417	EIF5B
ENSG00000106299	WASL
ENSG00000054118	THRAP3
ENSG00000158710	TAGLN2
ENSG00000124942	AHNAK
ENSG00000031823	RANBP3
ENSG00000162105	SHANK2
ENSG00000172349	IL16
ENSG00000105486	LIG1
ENSG00000105383	CD33
ENSG00000167978	SRRM2
ENSG00000103710	RASL12
ENSG00000131023	LATS1
ENSG00000135387	CAPRIN1
ENSG00000173681	BCLAF3
ENSG00000038219	BOD1L1
ENSG00000131711	MAP1B
ENSG00000197930	ERO1A
ENSG00000063169	BICRA
ENSG00000174996	KLC2
ENSG00000101639	CEP192
ENSG00000171988	JMJD1C
ENSG00000167978	SRRM2
ENSG00000100354	TNRC6B
ENSG00000095787	WAC
ENSG00000110713	NUP98
ENSG00000111961	SASH1
ENSG00000176887	SOX11
ENSG00000064042	LIMCH1
ENSG00000196498	NCOR2
ENSG00000101361	NOP56
ENSG00000133392	MYH11
ENSG00000178209	PLEC
ENSG00000170421	KRT8
ENSG00000137656	BUD13
ENSG00000173517	PEAK1
ENSG00000187778	MCRS1
ENSG00000115966	ATF2
ENSG00000134250	NOTCH2
ENSG00000172915	NBEA
ENSG00000107581	EIF3A
ENSG00000065883	CDK13
ENSG00000100711	ZFYVE21
ENSG00000169851	PCDH7
ENSG00000162231	NXF1
ENSG00000160789	LMNA
ENSG00000164692	COL1A2
ENSG00000138411	HECW2
ENSG00000169554	ZEB2
ENSG00000011454	RABGAP1
ENSG00000140534	TICRR
ENSG00000113648	H2AFY
ENSG00000121152	NCAPH
ENSG00000115524	SF3B1
ENSG00000134262	AP4B1
ENSG00000186575	NF2
ENSG00000100591	AHSA1
ENSG00000137656	BUD13
ENSG00000197694	SPTAN1
ENSG00000100106	TRIOBP
ENSG00000129347	KRI1
ENSG00000029725	RABEP1
ENSG00000112118	MCM3
ENSG00000146950	SHROOM2
ENSG00000125651	GTF2F1
ENSG00000111335	OAS2
ENSG00000137656	BUD13
ENSG00000150316	CWC15
ENSG00000077097	TOP2B
ENSG00000169641	LUZP1
ENSG00000130940	CASZ1
ENSG00000154310	TNIK
ENSG00000165322	ARHGAP12
ENSG00000197256	KANK2
ENSG00000164741	DLC1
ENSG00000100441	KHNYN
ENSG00000164134	NAA15
ENSG00000114857	NKTR
ENSG00000106078	COBL
ENSG00000149016	TUT1
ENSG00000143321	HDGF
ENSG00000241839	PLEKHO2
ENSG00000101096	NFATC2
ENSG00000063601	MTMR1
ENSG00000196235	SUPT5H
ENSG00000068097	HEATR6
ENSG00000067369	TP53BP1
ENSG00000124789	NUP153
ENSG00000089902	RCOR1
ENSG00000137491	SLCO2B1
ENSG00000204138	PHACTR4
ENSG00000071054	MAP4K4
ENSG00000178053	MLF1
ENSG00000105723	GSK3A
ENSG00000186185	KIF18B
ENSG00000182718	ANXA2
ENSG00000133226	SRRM1
ENSG00000132128	LRRC41
ENSG00000124942	AHNAK
ENSG00000140464	PML
ENSG00000149115	TNKS1BP1
ENSG00000122257	RBBP6
ENSG00000127616	SMARCA4
ENSG00000168404	MLKL
ENSG00000123200	ZC3H13
ENSG00000198900	TOP1
ENSG00000173545	ZNF622
ENSG00000163171	CDC42EP3
ENSG00000173517	PEAK1
ENSG00000147394	ZNF185
ENSG00000108510	MED13
ENSG00000149532	CPSF7
ENSG00000119917	IFIT3
ENSG00000066279	ASPM
ENSG00000070950	RAD18
ENSG00000104969	SGTA
ENSG00000153207	AHCTF1
ENSG00000163848	ZNF148
ENSG00000136205	TNS3
ENSG00000100941	PNN
ENSG00000163877	SNIP1
ENSG00000112624	BICRAL
ENSG00000166833	NAV2
ENSG00000140332	TLE3
ENSG00000124688	MAD2L1BP
ENSG00000177303	CASKIN2
ENSG00000138592	USP8
ENSG00000088367	EPB41L1
ENSG00000144161	ZC3H8
ENSG00000153187	HNRNPU
ENSG00000100941	PNN
ENSG00000166477	LEO1
ENSG00000153815	CMIP
ENSG00000135720	DYNC1LI2
ENSG00000166477	LEO1
ENSG00000072518	MARK2
ENSG00000167447	SMG8
ENSG00000164061	BSN
ENSG00000137672	TRPC6
ENSG00000087206	UIMC1
ENSG00000132382	MYBBP1A
ENSG00000135090	TAOK3
ENSG00000137497	NUMA1
ENSG00000102038	SMARCA1
ENSG00000101871	MID1
ENSG00000121068	TBX2
ENSG00000168005	SPINDOC
ENSG00000078687	TNRC6C
ENSG00000134186	PRPF38B
ENSG00000140262	TCF12
ENSG00000077348	EXOSC5
ENSG00000124942	AHNAK
ENSG00000110841	PPFIBP1
ENSG00000034510	TMSB10
ENSG00000104765	BNIP3L
ENSG00000196405	EVL
ENSG00000011566	MAP4K3
ENSG00000146072	TNFRSF21
ENSG00000283632	EXOC3L2
ENSG00000104881	PPP1R13L
ENSG00000164506	STXBP5
ENSG00000175084	DES
ENSG00000165704	HPRT1
ENSG00000126870	WDR60
ENSG00000065526	SPEN
ENSG00000132275	RRP8
ENSG00000126464	PRR12
ENSG00000119638	NEK9
ENSG00000130382	MLLT1
ENSG00000074590	NUAK1
ENSG00000009307	CSDE1
ENSG00000130669	PAK4
ENSG00000100722	ZC3H14
ENSG00000151835	SACS
ENSG00000128016	ZFP36
ENSG00000075151	EIF4G3
ENSG00000131711	MAP1B
ENSG00000087206	UIMC1
ENSG00000160789	LMNA
ENSG00000146112	PPP1R18
ENSG00000215301	DDX3X
ENSG00000137337	MDC1
ENSG00000155438	NIFK
ENSG00000034713	GABARAPL2
ENSG00000151690	MFSD6
ENSG00000008294	SPAG9
ENSG00000164880	INTS1
ENSG00000163110	PDLIM5
ENSG00000088899	LZTS3
ENSG00000164251	F2RL1
ENSG00000129351	ILF3
ENSG00000126705	AHDC1
ENSG00000172795	DCP2
ENSG00000186462	NAP1L2
ENSG00000136237	RAPGEF5
ENSG00000079308	TNS1
ENSG00000137574	TGS1
ENSG00000182979	MTA1
ENSG00000109066	TMEM104
ENSG00000010671	BTK
ENSG00000145014	TMEM44
ENSG00000107186	MPDZ
ENSG00000120802	TMPO
ENSG00000196730	DAPK1
ENSG00000120733	KDM3B
ENSG00000178965	ERICH3
ENSG00000106459	NRF1
ENSG00000143569	UBAP2L
ENSG00000159212	CLIC6
ENSG00000132716	DCAF8
ENSG00000108262	GIT1
ENSG00000064607	SUGP2
ENSG00000167978	SRRM2
ENSG00000205250	E2F4
ENSG00000124160	NCOA5
ENSG00000264522	OTUD7B
ENSG00000153201	RANBP2
ENSG00000149679	CABLES2
ENSG00000143294	PRCC
ENSG00000164403	SHROOM1
ENSG00000113645	WWC1
ENSG00000277443	MARCKS
ENSG00000116830	TTF2
ENSG00000122786	CALD1
ENSG00000130528	HRC
ENSG00000198231	DDX42
ENSG00000176994	SMCR8
ENSG00000169057	MECP2
ENSG00000163510	CWC22
ENSG00000204469	PRRC2A
ENSG00000170604	IRF2BP1
ENSG00000164944	VIRMA
ENSG00000184731	FAM110C
ENSG00000138071	ACTR2
ENSG00000064999	ANKS1A
ENSG00000072952	MRVI1
ENSG00000106415	GLCCI1
ENSG00000143924	EML4
ENSG00000163166	IWS1
ENSG00000134982	APC
ENSG00000133318	RTN3
ENSG00000065526	SPEN
ENSG00000100722	ZC3H14
ENSG00000167895	TMC8
ENSG00000100982	PCIF1
ENSG00000047230	CTPS2
ENSG00000170871	KIAA0232
ENSG00000085224	ATRX
ENSG00000164692	COL1A2
ENSG00000198952	SMG5
ENSG00000204469	PRRC2A
ENSG00000186081	KRT5
ENSG00000075218	GTSE1
ENSG00000116584	ARHGEF2
ENSG00000143772	ITPKB
ENSG00000140575	IQGAP1
ENSG00000141985	SH3GL1
ENSG00000092330	TINF2
ENSG00000146648	EGFR
ENSG00000122786	CALD1
ENSG00000162616	DNAJB4
ENSG00000170871	KIAA0232
ENSG00000115524	SF3B1
ENSG00000122574	WIPF3
ENSG00000198961	PJA2
ENSG00000251322	SHANK3
ENSG00000111057	KRT18
ENSG00000110713	NUP98
ENSG00000088367	EPB41L1
ENSG00000168334	XIRP1
ENSG00000100345	MYH9
ENSG00000243056	EIF4EBP3
ENSG00000144283	PKP4
ENSG00000131016	AKAP12
ENSG00000138119	MYOF
ENSG00000156299	TIAM1
ENSG00000197321	SVIL
ENSG00000149115	TNKS1BP1
ENSG00000164924	YWHAZ
ENSG00000076641	PAG1
ENSG00000114790	ARHGEF26
ENSG00000198513	ATL1
ENSG00000173230	GOLGB1
ENSG00000085224	ATRX
ENSG00000165219	GAPVD1
ENSG00000175084	DES
ENSG00000144711	IQSEC1
ENSG00000172375	C2CD2L
ENSG00000166444	ST5
ENSG00000177200	CHD9
ENSG00000089820	ARHGAP4
ENSG00000132466	ANKRD17
ENSG00000135111	TBX3
ENSG00000012048	BRCA1
ENSG00000105323	HNRNPUL1
ENSG00000047849	MAP4
ENSG00000111145	ELK3
ENSG00000090273	NUDC
ENSG00000163872	YEATS2
ENSG00000104859	CLASRP
ENSG00000100664	EIF5
ENSG00000104067	TJP1
ENSG00000239306	RBM14
ENSG00000117228	GBP1
ENSG00000101126	ADNP
ENSG00000133835	HSD17B4
ENSG00000077454	LRCH4
ENSG00000177917	ARL6IP6
ENSG00000167978	SRRM2
ENSG00000123411	IKZF4
ENSG00000213626	LBH
ENSG00000180176	TH
ENSG00000127481	UBR4
ENSG00000131711	MAP1B
ENSG00000163002	NUP35
ENSG00000153827	TRIP12
ENSG00000128298	BAIAP2L2
ENSG00000176171	BNIP3
ENSG00000029363	BCLAF1
ENSG00000129173	E2F8
ENSG00000106803	SEC61B
ENSG00000136153	LMO7
ENSG00000109458	GAB1
ENSG00000179134	SAMD4B
ENSG00000121440	PDZRN3
ENSG00000054148	PHPT1
ENSG00000090615	GOLGA3
ENSG00000277443	MARCKS
ENSG00000125686	MED1
ENSG00000167978	SRRM2
ENSG00000065978	YBX1
ENSG00000076826	CAMSAP3
ENSG00000197724	PHF2
ENSG00000114520	SNX4
ENSG00000173517	PEAK1
ENSG00000170921	TANC2
ENSG00000124942	AHNAK
ENSG00000184014	DENND5A
ENSG00000111875	ASF1A
ENSG00000088833	NSFL1C
ENSG00000179912	R3HDM2
ENSG00000129691	ASH2L
ENSG00000137337	MDC1
ENSG00000149115	TNKS1BP1
ENSG00000164985	PSIP1
ENSG00000197321	SVIL
ENSG00000159166	LAD1
ENSG00000126261	UBA2
ENSG00000118200	CAMSAP2
ENSG00000110400	NECTIN1
ENSG00000052795	FNIP2
ENSG00000116675	DNAJC6
ENSG00000204472	AIF1
ENSG00000142197	DOPEY2
ENSG00000167258	CDK12
ENSG00000181982	CCDC149
ENSG00000058453	CROCC
ENSG00000132274	TRIM22
ENSG00000103197	TSC2
ENSG00000197380	DACT3
ENSG00000120802	TMPO
ENSG00000152527	PLEKHH2
ENSG00000204065	TCEAL5
ENSG00000124782	RREB1
ENSG00000122547	EEPD1
ENSG00000149115	TNKS1BP1
ENSG00000129250	KIF1C
ENSG00000123338	NCKAP1L
ENSG00000009954	BAZ1B
ENSG00000065559	MAP2K4
ENSG00000187164	SHTN1
ENSG00000136205	TNS3
ENSG00000100227	POLDIP3
ENSG00000161011	SQSTM1
ENSG00000100330	MTMR3
ENSG00000184363	PKP3
ENSG00000110237	ARHGEF17
ENSG00000177666	PNPLA2
ENSG00000101493	ZNF516
ENSG00000070882	OSBPL3
ENSG00000186818	LILRB4
ENSG00000163002	NUP35
ENSG00000120802	TMPO
ENSG00000071564	TCF3
ENSG00000142546	NOSIP
ENSG00000089048	ESF1
ENSG00000147162	OGT
ENSG00000166173	LARP6
ENSG00000111731	C2CD5
ENSG00000120729	MYOT
ENSG00000135720	DYNC1LI2
ENSG00000111877	MCM9
ENSG00000188529	SRSF10
ENSG00000060237	WNK1
ENSG00000197136	PCNX3
ENSG00000135439	AGAP2
ENSG00000120549	KIAA1217
ENSG00000104824	HNRNPL
ENSG00000198728	LDB1
ENSG00000144668	ITGA9
ENSG00000144320	LNPK
ENSG00000159259	CHAF1B
ENSG00000197249	SERPINA1
ENSG00000142279	WTIP
ENSG00000137656	BUD13
ENSG00000131771	PPP1R1B
ENSG00000111602	TIMELESS
ENSG00000166164	BRD7
ENSG00000183684	ALYREF
ENSG00000086758	HUWE1
ENSG00000134982	APC
ENSG00000160460	SPTBN4
ENSG00000197555	SIPA1L1
ENSG00000178209	PLEC
ENSG00000196498	NCOR2
ENSG00000163104	SMARCAD1
ENSG00000157107	FCHO2
ENSG00000125844	RRBP1
ENSG00000115310	RTN4
ENSG00000141959	PFKL
ENSG00000072364	AFF4
ENSG00000144567	RETREG2
ENSG00000124942	AHNAK
ENSG00000121957	GPSM2
ENSG00000133114	GPALPP1
ENSG00000106772	PRUNE2
ENSG00000196405	EVL
ENSG00000108349	CASC3
ENSG00000196872	KIAA1211L
ENSG00000185479	KRT6B
ENSG00000100380	ST13
ENSG00000167978	SRRM2
ENSG00000139436	GIT2
ENSG00000136045	PWP1
ENSG00000108064	TFAM
ENSG00000121864	ZNF639
ENSG00000165480	SKA3
ENSG00000130477	UNC13A
ENSG00000136114	THSD1
ENSG00000181163	NPM1
ENSG00000185567	AHNAK2
ENSG00000058272	PPP1R12A
ENSG00000100941	PNN
ENSG00000166689	PLEKHA7
ENSG00000100227	POLDIP3
ENSG00000110934	BIN2
ENSG00000170921	TANC2
ENSG00000198000	NOL8
ENSG00000103274	NUBP1
ENSG00000185666	SYN3
ENSG00000104738	MCM4
ENSG00000087206	UIMC1
ENSG00000197694	SPTAN1
ENSG00000179604	CDC42EP4
ENSG00000110031	LPXN
ENSG00000131711	MAP1B
ENSG00000170776	AKAP13
ENSG00000189308	LIN54
ENSG00000196628	TCF4
ENSG00000111057	KRT18
ENSG00000236104	ZBTB22
ENSG00000168918	INPP5D
ENSG00000141027	NCOR1
ENSG00000198824	CHAMP1
ENSG00000168958	MFF
ENSG00000225830	ERCC6
ENSG00000012048	BRCA1
ENSG00000075218	GTSE1
ENSG00000149136	SSRP1
ENSG00000213523	SRA1
ENSG00000144791	LIMD1
ENSG00000242247	ARFGAP3
ENSG00000065534	MYLK
ENSG00000146950	SHROOM2
ENSG00000151779	NBAS
ENSG00000119523	ALG2
ENSG00000096070	BRPF3
ENSG00000026025	VIM
ENSG00000115415	STAT1
ENSG00000099889	ARVCF
ENSG00000155330	C16orf87
ENSG00000065534	MYLK
ENSG00000158321	AUTS2
ENSG00000185567	AHNAK2
ENSG00000079432	CIC
ENSG00000100285	NEFH
ENSG00000069248	NUP133
ENSG00000197226	TBC1D9B
ENSG00000082397	EPB41L3
ENSG00000158941	CCAR2
ENSG00000078674	PCM1
ENSG00000112851	ERBIN
ENSG00000134815	DHX34
ENSG00000116641	DOCK7
ENSG00000165757	JCAD
ENSG00000125386	FAM193A
ENSG00000134369	NAV1
ENSG00000152818	UTRN
ENSG00000173230	GOLGB1
ENSG00000153107	ANAPC1
ENSG00000184640	SEPT9
ENSG00000092445	TYRO3
ENSG00000065618	COL17A1
ENSG00000088888	MAVS
ENSG00000147010	SH3KBP1
ENSG00000177791	MYOZ1
ENSG00000145220	LYAR
ENSG00000140682	TGFB1I1
ENSG00000166398	KIAA0355
ENSG00000141959	PFKL
ENSG00000101882	NKAP
ENSG00000116731	PRDM2
ENSG00000198301	SDAD1
ENSG00000078699	CBFA2T2
ENSG00000130775	THEMIS2
ENSG00000170144	HNRNPA3
ENSG00000147394	ZNF185
ENSG00000107223	EDF1
ENSG00000102218	RP2
ENSG00000086102	NFX1
ENSG00000264522	OTUD7B
ENSG00000100650	SRSF5
ENSG00000176058	TPRN
ENSG00000138834	MAPK8IP3
ENSG00000198947	DMD
ENSG00000126070	AGO3
ENSG00000168497	CAVIN2
ENSG00000166578	IQCD
ENSG00000114790	ARHGEF26
ENSG00000116141	MARK1
ENSG00000005810	MYCBP2
ENSG00000198780	FAM169A
ENSG00000122786	CALD1
ENSG00000119321	FKBP15
ENSG00000131473	ACLY
ENSG00000072195	SPEG
ENSG00000171681	ATF7IP
ENSG00000127481	UBR4
ENSG00000085224	ATRX
ENSG00000137693	YAP1
ENSG00000122786	CALD1
ENSG00000181826	RELL1
ENSG00000166689	PLEKHA7
ENSG00000157978	LDLRAP1
ENSG00000132405	TBC1D14
ENSG00000123352	SPATS2
ENSG00000164880	INTS1
ENSG00000143669	LYST
ENSG00000277443	MARCKS
ENSG00000168610	STAT3
ENSG00000108021	FAM208B
ENSG00000187098	MITF
ENSG00000109184	DCUN1D4
ENSG00000065883	CDK13
ENSG00000196419	XRCC6
ENSG00000060069	CTDP1
ENSG00000173575	CHD2
ENSG00000072364	AFF4
ENSG00000146872	TLK2
ENSG00000019144	PHLDB1
ENSG00000068323	TFE3
ENSG00000099331	MYO9B
ENSG00000079432	CIC
ENSG00000104722	NEFM
ENSG00000170011	MYRIP
ENSG00000143793	C1orf35
ENSG00000156299	TIAM1
ENSG00000100941	PNN
ENSG00000143970	ASXL2
ENSG00000185567	AHNAK2
ENSG00000102119	EMD
ENSG00000182095	TNRC18
ENSG00000136026	CKAP4
ENSG00000196526	AFAP1
ENSG00000131711	MAP1B
ENSG00000196935	SRGAP1
ENSG00000124789	NUP153
ENSG00000110713	NUP98
ENSG00000143815	LBR
ENSG00000062650	WAPL
ENSG00000114331	ACAP2
ENSG00000180096	SEPT1
ENSG00000054267	ARID4B
ENSG00000167522	ANKRD11
ENSG00000128591	FLNC
ENSG00000167978	SRRM2
ENSG00000273559	CWC25
ENSG00000138162	TACC2
ENSG00000171560	FGA
ENSG00000130592	LSP1
ENSG00000092978	GPATCH2
ENSG00000105771	SMG9
ENSG00000177156	TALDO1
ENSG00000078018	MAP2
ENSG00000116711	PLA2G4A
ENSG00000164548	TRA2A
ENSG00000095370	SH2D3C
ENSG00000107957	SH3PXD2A
ENSG00000185215	TNFAIP2
ENSG00000139323	POC1B
ENSG00000178982	EIF3K
ENSG00000179115	FARSA
ENSG00000196455	PIK3R4
ENSG00000112297	CRYBG1
ENSG00000161011	SQSTM1
ENSG00000154556	SORBS2
ENSG00000067369	TP53BP1
ENSG00000159256	MORC3
ENSG00000105726	ATP13A1
ENSG00000143294	PRCC
ENSG00000101096	NFATC2
ENSG00000077097	TOP2B
ENSG00000096696	DSP
ENSG00000114416	FXR1
ENSG00000126391	FRMD8
ENSG00000171940	ZNF217
ENSG00000177963	RIC8A
ENSG00000072364	AFF4
ENSG00000115806	GORASP2
ENSG00000165699	TSC1
ENSG00000104983	CCDC61
ENSG00000138439	FAM117B
ENSG00000080345	RIF1
ENSG00000020922	MRE11
ENSG00000076641	PAG1
ENSG00000077458	FAM76B
ENSG00000065883	CDK13
ENSG00000055917	PUM2
ENSG00000131435	PDLIM4
ENSG00000163346	PBXIP1
ENSG00000050327	ARHGEF5
ENSG00000178209	PLEC
ENSG00000198315	ZKSCAN8
ENSG00000125352	RNF113A
ENSG00000117868	ESYT2
ENSG00000086758	HUWE1
ENSG00000170581	STAT2
ENSG00000151422	FER
ENSG00000167978	SRRM2
ENSG00000072786	STK10
ENSG00000196504	PRPF40A
ENSG00000172301	COPRS
ENSG00000157827	FMNL2
ENSG00000117640	MTFR1L
ENSG00000172943	PHF8
ENSG00000108091	CCDC6
ENSG00000132424	PNISR
ENSG00000110321	EIF4G2
ENSG00000182872	RBM10
ENSG00000178691	SUZ12
ENSG00000277443	MARCKS
ENSG00000152104	PTPN14
ENSG00000215301	DDX3X
ENSG00000166197	NOLC1
ENSG00000172943	PHF8
ENSG00000035928	RFC1
ENSG00000198040	ZNF84
ENSG00000275832	ARHGAP23
ENSG00000117000	RLF
ENSG00000128283	CDC42EP1
ENSG00000101222	SPEF1
ENSG00000067369	TP53BP1
ENSG00000198003	CCDC151
ENSG00000139350	NEDD1
ENSG00000167642	SPINT2
ENSG00000148773	MKI67
ENSG00000123200	ZC3H13
ENSG00000081026	MAGI3
ENSG00000182179	UBA7
ENSG00000007047	MARK4
ENSG00000173517	PEAK1
ENSG00000074657	ZNF532
ENSG00000149474	KAT14
ENSG00000143476	DTL
ENSG00000134697	GNL2
ENSG00000128989	ARPP19
ENSG00000130723	PRRC2B
ENSG00000133226	SRRM1
ENSG00000101577	LPIN2
ENSG00000180233	ZNRF2
ENSG00000198816	ZNF358
ENSG00000170412	GPRC5C
ENSG00000115524	SF3B1
ENSG00000005483	KMT2E
ENSG00000074201	CLNS1A
ENSG00000196455	PIK3R4
ENSG00000130717	UCK1
ENSG00000048649	RSF1
ENSG00000115464	USP34
ENSG00000119638	NEK9
ENSG00000155506	LARP1
ENSG00000073111	MCM2
ENSG00000172403	SYNPO2
ENSG00000079313	REXO1
ENSG00000170561	IRX2
ENSG00000128731	HERC2
ENSG00000146830	GIGYF1
ENSG00000154133	ROBO4
ENSG00000167978	SRRM2
ENSG00000106211	HSPB1
ENSG00000167978	SRRM2
ENSG00000029725	RABEP1
ENSG00000182718	ANXA2
ENSG00000114316	USP4
ENSG00000197386	HTT
ENSG00000174720	LARP7
ENSG00000111581	NUP107
ENSG00000136068	FLNB
ENSG00000175073	VCPIP1
ENSG00000185567	AHNAK2
ENSG00000112667	DNPH1
ENSG00000198771	RCSD1
ENSG00000159842	ABR
ENSG00000141858	SAMD1
ENSG00000115524	SF3B1
ENSG00000020129	NCDN
ENSG00000143702	CEP170
ENSG00000183011	NAA38
ENSG00000163191	S100A11
ENSG00000196924	FLNA
ENSG00000163166	IWS1
ENSG00000137154	RPS6
ENSG00000111057	KRT18
ENSG00000076864	RAP1GAP
ENSG00000102384	CENPI
ENSG00000145425	RPS3A
ENSG00000166889	PATL1
ENSG00000088387	DOCK9
ENSG00000008056	SYN1
ENSG00000130396	AFDN
ENSG00000154914	USP43
ENSG00000132953	XPO4
ENSG00000100345	MYH9
ENSG00000079691	CARMIL1
ENSG00000124795	DEK
ENSG00000143442	POGZ
ENSG00000144320	LNPK
ENSG00000070047	PHRF1
ENSG00000166963	MAP1A
ENSG00000100285	NEFH
ENSG00000119522	DENND1A
ENSG00000136628	EPRS
ENSG00000154118	JPH3
ENSG00000151445	VIPAS39
ENSG00000110697	PITPNM1
ENSG00000136045	PWP1
ENSG00000167978	SRRM2
ENSG00000148773	MKI67
ENSG00000138398	PPIG
ENSG00000163939	PBRM1
ENSG00000173230	GOLGB1
ENSG00000032742	IFT88
ENSG00000148773	MKI67
ENSG00000110330	BIRC2
ENSG00000174720	LARP7
ENSG00000129667	RHBDF2
ENSG00000185567	AHNAK2
ENSG00000104517	UBR5
ENSG00000114857	NKTR
ENSG00000101752	MIB1
ENSG00000186832	KRT16
ENSG00000171219	CDC42BPG
ENSG00000115053	NCL
ENSG00000157654	PALM2-AKAP2
ENSG00000106462	EZH2
ENSG00000166734	CASC4
ENSG00000138639	ARHGAP24
ENSG00000198722	UNC13B
ENSG00000120594	PLXDC2
ENSG00000179222	MAGED1
ENSG00000163399	ATP1A1
ENSG00000131149	GSE1
ENSG00000152767	FARP1
ENSG00000196872	KIAA1211L
ENSG00000111725	PRKAB1
ENSG00000088367	EPB41L1
ENSG00000126822	PLEKHG3
ENSG00000127311	HELB
ENSG00000013810	TACC3
ENSG00000119596	YLPM1
ENSG00000168488	ATXN2L
ENSG00000163510	CWC22
ENSG00000167815	PRDX2
ENSG00000181191	PJA1
ENSG00000166925	TSC22D4
ENSG00000171634	BPTF
ENSG00000168264	IRF2BP2
ENSG00000213585	VDAC1
ENSG00000151693	ASAP2
ENSG00000275342	PRAG1
ENSG00000137171	KLC4
ENSG00000117519	CNN3
ENSG00000185950	IRS2
ENSG00000118785	SPP1
ENSG00000134744	ZCCHC11
ENSG00000124942	AHNAK
ENSG00000135597	REPS1
ENSG00000166133	RPUSD2
ENSG00000127947	PTPN12
ENSG00000052126	PLEKHA5
ENSG00000167674	HDGFL2
ENSG00000101290	CDS2
ENSG00000122707	RECK
ENSG00000137727	ARHGAP20
ENSG00000138660	AP1AR
ENSG00000087269	NOP14
ENSG00000162607	USP1
ENSG00000142207	URB1
ENSG00000167978	SRRM2
ENSG00000164548	TRA2A
ENSG00000080200	CRYBG3
ENSG00000067334	DNTTIP2
ENSG00000182718	ANXA2
ENSG00000122870	BICC1
ENSG00000107929	LARP4B
ENSG00000149115	TNKS1BP1
ENSG00000164144	ARFIP1
ENSG00000116062	MSH6
ENSG00000170776	AKAP13
ENSG00000079308	TNS1
ENSG00000107581	EIF3A
ENSG00000175048	ZDHHC14
ENSG00000172349	IL16
ENSG00000069956	MAPK6
ENSG00000163995	ABLIM2
ENSG00000187699	C2orf88
ENSG00000167978	SRRM2
ENSG00000124766	SOX4
ENSG00000143603	KCNN3
ENSG00000080824	HSP90AA1
ENSG00000165757	JCAD
ENSG00000071564	TCF3
ENSG00000026025	VIM
ENSG00000185122	HSF1
ENSG00000170734	POLH
ENSG00000151239	TWF1
ENSG00000143398	PIP5K1A
ENSG00000089063	TMEM230
ENSG00000186472	PCLO
ENSG00000082805	ERC1
ENSG00000132849	PATJ
ENSG00000160789	LMNA
ENSG00000154305	MIA3
ENSG00000137076	TLN1
ENSG00000197256	KANK2
ENSG00000154783	FGD5
ENSG00000011454	RABGAP1
ENSG00000119669	IRF2BPL
ENSG00000196924	FLNA
ENSG00000120549	KIAA1217
ENSG00000116786	PLEKHM2
ENSG00000184922	FMNL1
ENSG00000115806	GORASP2
